Stock,Trend,Proba,CV,Entry,Target,Stop,ATR,Score
JKTYRE,Bullish,0.5723637439663914,0.46551724137931033,450.99,493.63,426.31,12.72,0.44999632284254226
RCOM,Bullish,0.5757790450332577,0.45361247947454847,1.28,1.4,1.21,0.06,0.44993965111876416
RCF,Bearish,0.5494772692667353,0.5459770114942529,140.67,127.24,148.45,3.2,0.44968714450335123
BALAJITELE,Bullish,0.6033678862504335,0.3620689655172414,115.64,126.57,109.31,5.93,0.44940504631066763
GOLDENTOBC,Bearish,0.5406384900777355,0.5747126436781609,32.93,29.79,34.75,1.36,0.4486678044093391
SHYAMCENT,Bullish,0.5756597213241184,0.44499178981937604,6.02,6.59,5.69,0.52,0.44786137268204806
DMCC,Bullish,0.5549857202868299,0.5164203612479474,261.7,286.44,247.38,8.81,0.4476338026352888
ADROITINFO,Bullish,0.5625512646746046,0.48850574712643685,10.19,11.15,9.63,0.62,0.4474545691434786
SBINEQWETF,Bullish,0.5641886415223081,0.4823481116584565,33.82,37.02,31.97,0.48,0.4473673152563589
KEYFINSERV,Bullish,0.5616523238215656,0.4889162561576355,292.46,320.1,276.45,21.72,0.44683177486296966
DWARKESH,Bearish,0.5276041068320527,0.6169950738916256,40.68,36.79,42.92,1.09,0.4467741180513786
LUMAXTECH,Bearish,0.542644780793544,0.5578817733990148,1511.4,1367.1,1594.95,63.49,0.44667952153005513
ALLCARGO,Bearish,0.548745965672786,0.5348932676518884,14.0,12.66,14.77,1.83,0.44665578847947457
EMAMILTD,Bullish,0.5772325870904739,0.4314449917898194,534.06,584.54,504.83,12.65,0.4459571957735106
LTTS,Bullish,0.5544425299920803,0.5106732348111659,4416.77,4834.28,4175.06,98.27,0.44592110211842517
NURECA,Bullish,0.5524644396238904,0.5172413793103449,291.05,318.56,275.12,12.42,0.44578165128272534
NBCC,Bullish,0.5588548545177305,0.48932676518883417,118.8,130.03,112.3,3.34,0.44469796797913336
JASH,Bullish,0.5555640113542509,0.5004105090311987,467.38,511.55,441.8,14.33,0.44454243470102867
SHANTIGEAR,Bullish,0.5655837753621182,0.46469622331691296,472.9,517.6,447.02,9.27,0.44448012296931
GUJAPOLLO,Bullish,0.5582601193241478,0.48727422003284077,467.22,511.39,441.65,19.0,0.4437663772821346
RUSTOMJEE,Bearish,0.5391274292329928,0.5570607553366175,537.3,486.0,567.0,17.18,0.4436071507202836
JUBLINGREA,Bullish,0.5813336913679,0.4068144499178982,721.44,789.63,681.96,21.23,0.4433981931697694
PREMEXPLN,Bullish,0.5919223557592946,0.37233169129720856,540.44,591.53,510.86,24.57,0.44330999419017125
AVANTIFEED,Bullish,0.5810603270504443,0.4072249589490969,817.52,894.8,772.78,28.88,0.443285103362293
FCL,Bullish,0.5505049831413729,0.5114942528735632,25.32,27.71,23.93,1.22,0.44293504390685173
VISASTEEL,Bearish,0.5470082251329177,0.5233990147783251,52.29,47.29,55.18,3.58,0.4427263615238344
YUKEN,Bearish,0.5301182685191392,0.5874384236453202,891.52,806.4,940.8,33.83,0.44263569711327144
RAJRATAN,Bullish,0.5697585780069582,0.44170771756978655,437.17,478.5,413.25,21.41,0.4425218512270792
NTPC,Bullish,0.5653066123071143,0.4540229885057471,327.43,358.38,309.51,4.33,0.4418488464009629
STAR,Bearish,0.5454935023911625,0.5242200328407225,887.09,802.39,936.13,34.3,0.4416795501298558
SUVEN,Bearish,0.5350773283122574,0.5582922824302134,173.11,156.58,182.68,7.22,0.4405382141473988
FLAIR,Bearish,0.5211977522774857,0.6120689655172414,291.14,263.34,307.23,11.27,0.44032223899304823
SHREERAMA,Bullish,0.5593592559087279,0.46633825944170776,53.41,58.45,50.48,2.55,0.43995580226647074
ICIL,Bullish,0.5612934879904057,0.4585385878489327,320.14,350.4,302.62,12.98,0.43972598213501235
DCBBANK,Bullish,0.5643870998184913,0.44211822660098515,185.75,203.31,175.59,5.92,0.43844258936638464
TFL,Bearish,0.5354154710053394,0.5459770114942529,13.68,12.38,14.44,1.02,0.43817909811011685
PREMIERENE,Bearish,0.5308951323331029,0.5582922824302134,973.41,880.47,1027.21,26.55,0.4370949414643971
GTPL,Bearish,0.5204802194512055,0.5993431855500821,99.15,89.69,104.63,2.09,0.4370666407673998
ZYDUSWELL,Bearish,0.5490221391408707,0.4889162561576355,431.63,390.42,455.49,13.25,0.4367836230110868
BODALCHEM,Bearish,0.5274686271380227,0.5697865353037767,53.99,48.83,56.97,1.65,0.43669898489817904
SURAKSHA,Bearish,0.5127838091925374,0.6276683087027916,284.87,257.67,300.61,8.36,0.4364135440139444
BPCL,Bearish,0.541486465930515,0.5119047619047619,363.32,328.63,383.41,7.53,0.4357676797250335
INDIAMART,Bearish,0.5442907807542121,0.5004105090311987,2332.98,2110.23,2461.93,52.7,0.4355219991158088
INDOSTAR,Bearish,0.5005570278100173,0.674055829228243,228.21,206.42,240.83,9.92,0.43529556966861277
63MOONS,Bullish,0.5538422785588769,0.46469622331691296,834.25,913.11,788.59,33.44,0.43525273319914365
SMSPHARMA,Bearish,0.537755862512642,0.5233990147783252,318.95,288.49,336.58,14.32,0.43523787295973926
EMKAY,Bearish,0.5486327410380729,0.4827586206896552,294.52,266.4,310.8,15.1,0.4351225187543337
ZEEMEDIA,Bearish,0.5345121122996719,0.5307881773399016,9.64,8.72,10.17,0.46,0.4341923513212606
ESAFSFB,Bearish,0.5270367197171189,0.5587027914614122,26.62,24.08,28.09,0.7,0.4340047864337194
NH,Bearish,0.5326856093262162,0.535303776683087,1947.02,1761.12,2054.64,66.4,0.4336708129785517
LEMONTREE,Bearish,0.5263329479748934,0.5595238095238095,157.92,142.84,166.65,4.07,0.43359809523645976
DNAMEDIA,Bearish,0.5341582406855624,0.5287356321839081,4.04,3.65,4.26,0.22,0.43346634244138743
SCODATUBES,Bearish,0.49936568909814916,0.6699507389162562,169.99,153.76,179.38,6.7,0.4334395784191817
UDS,Bullish,0.5646006485365687,0.4183087027914614,189.19,207.08,178.84,7.14,0.4332313350757611
GOLDIAM,Bearish,0.537866766824683,0.5114942528735632,390.44,353.16,412.02,16.56,0.43276636411181396
PGEL,Bearish,0.5343651095605122,0.5229885057471265,585.66,529.74,618.03,20.51,0.43240578980528804
IIFL,Bearish,0.5434097747562937,0.4889162561576355,575.16,520.24,606.95,15.27,0.43231861390710064
KITEX,Bullish,0.5734220543151695,0.3842364532019704,213.36,233.53,201.69,9.23,0.432185095124241
INDRAMEDCO,Bearish,0.5330933066567847,0.5246305418719213,516.31,467.01,544.85,19.85,0.4317267961299281
PROTEAN,Bearish,0.5392450434806669,0.5004105090311987,813.11,735.48,858.06,19.59,0.4314845807686847
SGIL,Bearish,0.53004787026299,0.534072249589491,548.24,495.9,578.55,18.09,0.4312622655423835
RADIOCITY,Bearish,0.5240737152151899,0.5558292282430214,6.71,6.07,7.08,0.29,0.43096242459731865
VINCOFE,Bearish,0.5146452902826795,0.5927750410509031,162.11,146.63,171.07,5.68,0.43081472739919535
GRANULES,Bearish,0.546431349201879,0.4651067323481117,551.68,499.01,582.17,13.43,0.42951836923306974
LALPATHLAB,Bearish,0.5159244627407558,0.5808702791461412,3013.76,2726.01,3180.34,80.91,0.42942875232067174
HARRMALAYA,Bearish,0.5379322448658546,0.4942528735632184,175.12,158.4,184.8,5.89,0.42910917004241733
JSL,Bearish,0.5293036219051978,0.5233990147783252,768.59,695.21,811.07,20.25,0.4283969708326305
TECILCHEM,Bearish,0.5118808451710866,0.5894909688013136,19.47,17.61,20.55,0.94,0.42782816123494755
KPRMILL,Bullish,0.5543297561718397,0.429392446633826,1089.12,1192.07,1029.51,34.35,0.4278078578009271
ECOSMOBLTY,Bullish,0.5820564193048252,0.33743842364532023,246.49,269.79,233.0,11.39,0.427797131824039
GFLLIMITED,Bearish,0.49175767453093616,0.6744663382594417,60.64,54.85,63.99,2.57,0.42772420393930516
ZIMLAB,Bearish,0.5162830574488937,0.5706075533661741,71.09,64.3,75.02,2.99,0.4276078393714647
SNXT30BEES,Bearish,0.5372181517155705,0.48853615520282184,40.2,36.36,42.42,0.71,0.42731108716705873
ITDC,Bearish,0.5013211634853959,0.6288998357963876,595.01,538.2,627.9,15.58,0.42690501705012535
APARINDS,Bearish,0.5387870229220799,0.4766009852216748,9253.5,8370.0,9765.0,272.79,0.4259867841329745
LANDMARK,Bearish,0.5448134322908899,0.4540229885057471,532.33,481.5,561.75,20.0,0.4258311884572472
SARVESHWAR,Bearish,0.5250039144298464,0.5246305418719212,4.53,4.1,4.78,0.17,0.42517558390279186
PREMIER,Bearish,0.5158871442085908,0.5595238095238094,3.24,2.93,3.42,0.2,0.4249927426099343
NIRAJ,Bullish,0.5519230813644145,0.4248768472906404,37.67,41.23,35.61,2.45,0.42495358432146785
JKPAPER,Bearish,0.5125524632984956,0.5701970443349754,364.77,329.94,384.93,8.72,0.4244338378348626
DCMSRIND,Bearish,0.520849286822468,0.5353037766830869,170.19,153.95,179.6,4.68,0.4240346082209846
WHEELS,Bearish,0.5337933991004336,0.4823481116584565,866.15,783.45,914.03,24.6,0.4232657346889973
GMRP&UI,Bearish,0.5411786993715517,0.45361247947454847,120.3,108.81,126.95,4.63,0.4229013842872274
SEMAC,Bearish,0.4835804682986797,0.6855500821018062,330.34,298.8,348.6,19.34,0.4227557328772037
CIGNITITEC,Bearish,0.4976660206416908,0.6223316912972087,1853.78,1676.79,1956.25,48.51,0.4224849469158525
CARYSIL,Bearish,0.5228170907261966,0.5119047619047619,1013.76,916.96,1069.79,37.8,0.4207432777748916
DREDGECORP,Bearish,0.5248621156029014,0.5,849.63,768.51,896.6,37.68,0.41988969248232116
ASHOKAMET,Bearish,0.4811635536204032,0.6814449917898194,15.83,14.32,16.71,0.62,0.4198527297108083
SABEVENTS,Bearish,0.5290302414380372,0.4819376026272579,7.78,7.04,8.21,0.31,0.41940197137320917
LCCINFOTEC,Bearish,0.5290159183982533,0.4811165845648604,5.55,5.02,5.86,0.29,0.41921688377503624
ADL,Bullish,0.5508898990399266,0.4010673234811166,76.88,84.15,72.68,5.36,0.41891151436024626
TVVISION,Bearish,0.5238487884544449,0.4942528735632184,5.77,5.22,6.09,0.38,0.41787478067515493
VSTL,Bearish,0.4957425141587858,0.603448275862069,134.23,121.41,141.64,3.97,0.41710749467153013
ORIENTCER,Bullish,0.5561773141680328,0.37438423645320196,43.98,48.14,41.57,2.12,0.4169959961397764
PFOCUS,Bearish,0.514957401811621,0.5229885057471265,170.12,153.87,179.52,7.28,0.4167011619257255
VBL,Bearish,0.5031909973254376,0.5701970443349754,480.73,434.83,507.31,10.39,0.4166818061596358
SHK,Bearish,0.5270802891246587,0.4761904761904762,168.16,152.1,177.45,6.38,0.4166444190223492
DHARAN,Bearish,0.5119080845776849,0.5318138651471984,0.38,0.34,0.4,0.03,0.41604077757035396
AWL,Bearish,0.5137623936854651,0.5229885057471265,260.49,235.62,274.89,7.18,0.41573416684433034
DVL,Bearish,0.49102722550998934,0.6128899835796388,292.93,264.96,309.12,9.02,0.4149946025779828
ASTERDM,Bearish,0.4981146716842777,0.5804597701149425,656.45,593.78,692.74,16.88,0.41452301413726095
SYNGENE,Bearish,0.5203261473184204,0.4889162561576355,642.87,581.49,678.4,13.26,0.4139540531621916
PRAXIS,Bearish,0.5034130311405952,0.5537766830870279,9.25,8.37,9.77,0.59,0.4135591781274873
BEDMUTHA,Bearish,0.519359623073408,0.48686371100164205,114.13,103.23,120.43,6.46,0.4127587152176182
WENDT,Bearish,0.4982304888643925,0.5706075533661741,8171.94,7391.7,8623.65,182.57,0.412655925423973
CAPTRUST,Bearish,0.509092713932364,0.5229885057471264,13.3,12.03,14.04,1.27,0.41195548345791294
ARMANFIN,Bearish,0.4995458250178667,0.5599343185550082,1636.97,1480.68,1727.46,55.31,0.4116126354580714
MICEL,Bearish,0.5344731250386532,0.41954022988505746,42.87,38.78,45.24,2.0,0.41037706612163255
GODREJPROP,Bearish,0.5099092466455488,0.5119047619047619,2102.44,1901.7,2218.65,49.57,0.4103555365861798
DEEPAKNTR,Bearish,0.5097685795281593,0.5119047619047619,1552.2,1404.0,1638.0,30.0,0.41024233304885205
OSWALAGRO,Bearish,0.5165668509847355,0.4827586206896552,62.6,56.62,66.06,2.37,0.40969095078099715
SANDHAR,Bearish,0.5053894355873703,0.5238095238095238,553.22,500.4,583.8,25.04,0.4091247811897759
BHAGYANGR,Bearish,0.5084690718302111,0.5114942528735632,138.21,125.01,145.84,9.25,0.4091130463001698
MUNJALAU,Bearish,0.5418332361220269,0.3846469622331692,84.85,76.75,89.54,3.31,0.4084657449977382
SIMPLEXINF,Bearish,0.49920678063472557,0.5451559934318555,277.31,250.83,292.64,12.55,0.40838229575077223
MCX,Bearish,0.5128494898365246,0.48850574712643674,10073.88,9112.05,10630.72,257.47,0.4079216631803161
TFCILTD,Bearish,0.5268842762751839,0.4347290640394088,72.77,65.83,76.8,2.67,0.4077513290779871
SFL,Bearish,0.5153947876583943,0.4774220032840722,605.36,547.56,638.82,19.57,0.40766119739745243
SAMBHAAV,Bearish,0.5123197673402596,0.48891625615763545,9.75,8.82,10.29,0.67,0.407584445445576
VHL,Bearish,0.48663508115914667,0.5931855500821018,3686.48,3334.5,3890.25,126.06,0.40744700801814265
VARDMNPOLY,Bearish,0.49127044770296746,0.5701970443349754,6.71,6.07,7.08,0.46,0.40681065152152135
AEROFLEX,Bearish,0.5017892999055167,0.5229885057471264,187.82,169.88,198.2,6.55,0.40604559440630317
UTIAMC,Bearish,0.5314095368291238,0.4055829228243022,1139.47,1030.68,1202.46,26.31,0.4050579753630202
ICICIBANK,Bearish,0.5210630579833555,0.44170771756978655,1387.63,1255.14,1464.33,16.9,0.40470086441071784
DCM,Bearish,0.526537878570837,0.41871921182266014,94.43,85.41,99.65,3.52,0.40411133734648474
KANSAINER,Bearish,0.4950923269571744,0.5402298850574713,235.55,213.06,248.57,4.44,0.40404086452826876
GMDCLTD,Bearish,0.515877868173492,0.45361247947454847,543.27,491.4,573.3,26.85,0.403130176459384
KCP,Bearish,0.4951627315987044,0.534072249589491,183.79,166.24,193.95,5.75,0.4028787085503416
IFBIND,Bearish,0.5250925284988616,0.41748768472906406,1686.43,1525.41,1779.65,54.78,0.40274338269592486
WIPRO,Bearish,0.4872496294020925,0.5570607553366175,248.83,225.07,262.58,3.78,0.4009208362781421
SILVERTUC,Bearish,0.4837700707291599,0.5706075533661741,776.1,702.0,819.0,32.63,0.4006791850177147
BELRISE,Bearish,0.497519520672135,0.5114942528735632,167.7,151.69,176.97,5.38,0.4003030626097638
BANSALWIRE,Bearish,0.4536905053197591,0.7023809523809524,322.98,292.14,340.83,11.04,0.3996797308769306
WONDERLA,Bearish,0.4791356614283101,0.5788177339901478,548.74,496.35,579.08,18.84,0.3984142839857081
HLEGLAS,Bearish,0.4865710199462192,0.5455665024630542,470.39,425.48,496.39,23.14,0.39812535178850744
BAJAJHCARE,Bearish,0.4575957915637169,0.6744663382594417,440.88,398.79,465.26,13.89,0.39801065811379444
SMALLCAP,Bearish,0.48787995077573865,0.5357142857142857,44.51,40.26,46.97,0.79,0.39727367420310145
SGLTL,Bearish,0.5102628301012055,0.4425287356321839,159.44,144.22,168.25,5.51,0.39648008407863783
KSL,Bearish,0.48419131604504223,0.5455665024630543,766.35,693.18,808.71,20.02,0.39617821475409615
STARHEALTH,Bearish,0.46621031507455296,0.623152709359606,486.75,440.28,513.66,13.2,0.39593427743277304
CIPLA,Bearish,0.47782906974560535,0.5632183908045977,1517.57,1372.68,1601.46,20.44,0.39434628974407426
INGERRAND,Bearish,0.4803359257006661,0.5459770114942529,3773.84,3413.52,3982.44,84.26,0.3931025047113497
ICRA,Bearish,0.474550683429389,0.569376026272578,6132.18,5546.7,6471.15,124.36,0.39280952301601807
IRCTC,Bearish,0.4799634053100208,0.5455665024630543,683.32,618.08,721.09,9.45,0.39271882572411065
POWERMECH,Bearish,0.5005037404688911,0.45935960591133007,2369.69,2143.44,2500.68,77.86,0.39226672467290924
NIBL,Bearish,0.4735496317818918,0.5697865353037767,29.88,27.03,31.53,2.19,0.3920586606640884
DAMCAPITAL,Bearish,0.4892071239779776,0.4995894909688013,224.81,203.35,237.24,8.78,0.3912853696053742
CRIZAC,Bearish,0.46571022811655255,0.5995670995670995,291.14,263.34,307.23,11.75,0.391115949154161
AMBER,Bearish,0.4998757310868466,0.4527914614121511,7054.55,6381.0,7444.5,218.0,0.39046122377342024
POLYCAB,Bearish,0.49083930101136974,0.48809523809523814,7438.62,6728.4,7849.8,135.11,0.39033411080427977
CCL,Bearish,0.49025532743912115,0.48850574712643685,1003.31,907.51,1058.77,32.73,0.38995021446881817
HEUBACHIND,Bearish,0.5164541875665556,0.3875205254515599,459.39,415.53,484.79,11.46,0.3899271517949134
VOLTAS,Bearish,0.48100896889378497,0.5242200328407224,1378.17,1246.59,1454.35,35.91,0.38946719632434373
ASIANTILES,Bearish,0.5042899157304235,0.430623973727422,65.87,59.58,69.51,2.09,0.3894376804072548
ESTER,Bearish,0.4796763501286323,0.528735632183908,106.57,96.4,112.47,4.0,0.3892546013687522
ELECON,Bearish,0.47280206249991996,0.5578817733990147,496.5,449.1,523.95,15.63,0.3891882987376188
KAMDHENU,Bearish,0.4814646578784806,0.513136288998358,26.06,23.57,27.5,0.77,0.38770158985813935
PIDILITIND,Bearish,0.45296126192352304,0.632183908045977,1464.94,1325.07,1545.92,24.8,0.3863186854566139
AWFIS,Bearish,0.47362467330648633,0.5332512315270935,536.8,485.55,566.48,17.24,0.38519918011281223
KOPRAN,Bearish,0.4750600446745675,0.5233990147783251,133.78,121.0,141.17,5.51,0.3844944105420268
COMMOIETF,Bearish,0.4653181461913297,0.5656814449917897,93.06,84.18,98.21,1.42,0.38447962424216275
ROTO,Bearish,0.4717933083920136,0.5361247947454845,61.69,55.8,65.1,2.46,0.3842520212847927
SOUTHBANK,Bearish,0.47473104382016396,0.5233990147783252,39.67,35.88,41.86,1.42,0.38422813054016225
MINDTECK,Bearish,0.49039275149269146,0.4548440065681445,214.27,193.82,226.12,10.16,0.3834565324479797
KRITI,Bearish,0.46767860887342194,0.5476190476190476,90.75,82.09,95.77,5.62,0.38305105107727894
ATHERENERG,Bearish,0.46015726724661776,0.5804597701149425,690.93,624.96,729.12,32.79,0.3829354729730474
IPCALAB,Bearish,0.4704924834668769,0.534072249589491,1408.22,1273.77,1486.07,47.81,0.38280628170416664
MIDHANI,Bearish,0.47017797246701143,0.5336617405582923,328.25,296.91,346.39,9.84,0.3824731815437725
NIITMTS,Bearish,0.49665893425250696,0.42282430213464695,390.39,353.12,411.97,12.49,0.38199514746120566
JMFINANCIL,Bearish,0.4972403680119636,0.4195402298850575,144.87,131.04,152.88,5.6,0.38178915612872605
JSWSTEEL,Bearish,0.4613690428080133,0.5632183908045977,1154.8,1044.54,1218.63,23.21,0.3807620376277627
ICICIB22,Bearish,0.4728628391979902,0.5119047619047619,116.05,104.97,122.46,1.52,0.3805419991640969
MEDANTA,Bearish,0.4506884587808775,0.6108374384236454,1237.78,1119.6,1306.2,34.63,0.38053202874405123
POWERGRID,Bearish,0.4569607146750652,0.58128078817734,269.64,243.9,284.55,4.39,0.38042542256200007
3MINDIA,Bearish,0.46163035139706443,0.5587027914614122,34874.75,31545.0,36802.5,743.03,0.3801438772177797
CMSINFO,Bearish,0.46699346348213955,0.5332512315270935,351.28,317.74,370.7,8.76,0.37980601389606516
CHEMBONDCH,Bearish,0.4834707093946933,0.46296296296296297,147.76,133.65,155.93,7.69,0.3796140384876851
SHREYANIND,Bearish,0.516454309570682,0.3370279146141215,182.1,164.72,192.17,7.59,0.37949639332164237
SCILAL,Bearish,0.4644883601525417,0.5357142857142857,47.5,42.97,50.13,1.24,0.3782262361242125
ORCHASP,Bearish,0.4458991869677208,0.6174055829228243,2.96,2.67,3.12,0.18,0.3776597711624801
IRCON,Bearish,0.4796510707281633,0.46469622331691296,160.09,144.8,168.93,3.9,0.3769474588678144
SMCGLOBAL,Bearish,0.4769919984311105,0.4753694581280788,61.55,55.67,64.95,2.44,0.37689417018891685
MCL,Bearish,0.4669804137190284,0.5049261083743842,43.13,39.01,45.52,1.98,0.3745044894259006
SARDAEN,Bearish,0.4645565980196706,0.5114942528735632,483.37,437.22,510.09,17.33,0.3737811708204246
RVNL,Bearish,0.4481244712998298,0.58128078817734,321.68,290.97,339.46,7.74,0.3730691411313854
HDFCAMC,Bearish,0.4558304461076568,0.5451559934318555,2665.11,2410.65,2812.42,48.78,0.3728977475383163
ABB,Bearish,0.4513659118438645,0.5632183908045977,5214.3,4716.45,5502.52,85.18,0.3725065801194192
RELINFRA,Bearish,0.46150545037623375,0.5172413793103449,165.02,149.27,174.14,9.76,0.37238715651047827
CERA,Bearish,0.4630033764943198,0.5106732348111659,5474.99,4952.25,5777.62,125.74,0.3723793986977304
HGS,Bearish,0.478267515670108,0.4425287356321839,481.13,435.19,507.73,12.16,0.37161935700344023
RAILTEL,Bearish,0.46431722743207465,0.4987684729064039,337.7,305.46,356.37,8.59,0.3712250542474173
IVC,Bearish,0.43183087769110184,0.646551724137931,8.1,7.33,8.55,0.33,0.3707789260175323
DEEPAKFERT,Bearish,0.46052763240961925,0.5114942528735632,1366.93,1236.42,1442.49,40.93,0.37053947435256723
EUROBOND,Bearish,0.4427511426838609,0.5874384236453202,177.73,160.76,187.55,10.77,0.3696862989404652
UTKARSHBNK,Bearish,0.45021565685283993,0.5476190476190476,16.63,15.04,17.55,0.77,0.3687480618032784
MADHUCON,Bearish,0.48808972869252054,0.3875205254515599,6.07,5.49,6.4,0.37,0.36851175246768625
GREAVESCOT,Bearish,0.4494506105985825,0.5459770114942528,201.63,182.38,212.77,5.86,0.36782624683470194
HMVL,Bearish,0.4438315007225113,0.5706075533661741,65.76,59.48,69.39,3.15,0.3676003431271506
SOLARINDS,Bearish,0.4311849208906701,0.6284893267651889,13196.68,11936.7,13926.15,313.01,0.36710900079115344
FLFL,Bearish,0.457178578171729,0.5041050903119868,1.34,1.22,1.42,0.1,0.36649356627822344
OIL,Bearish,0.4579823214350188,0.4995894909688013,410.04,370.89,432.71,8.51,0.36631065479638364
LICI,Bearish,0.4549646630581944,0.5123152709359605,892.66,807.44,942.01,13.77,0.3662129356832953
IFCI,Bearish,0.4426802707020136,0.5632183908045977,51.07,46.2,53.9,1.5,0.3653384303035009
SIGIND,Bearish,0.43870379737372744,0.5763546798029556,49.54,44.81,52.28,2.98,0.36436187308970663
BIRLACABLE,Bearish,0.44131565739879286,0.5632183908045977,146.83,132.81,154.95,5.05,0.3642122321980842
