Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
Harig Crankshafts Ltd.,HARCR,Harig Crankshafts Ltd,Suspended,XT,10,INE905C01034,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
HCL Infosystems Ltd,HCL-INSYS,HCL Infosystems Ltd,Active,B ,2,INE236A01020,Computers Hardware & Equipments,Equity,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
HDFC Bank Ltd.,HDFCBANK,HDFC Bank Ltd,Active,A ,1,INE040A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
Herbertsons Ltd.,HRBTSON-B,Herbertsons Ltd,Delisted,B ,10,INE546A1014 , ,Equity,-,-,-,-
Hero MotoCorp Limited,HEROMOTOCO,Hero MotoCorp Ltd,Active,A ,2,INE158A01026,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
HFCL LIMITED,HFCL,HFCL Ltd,Active,A ,1,INE548A01028,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
Himadri Speciality Chemical Ltd.,HSCL,Himadri Speciality Chemical Ltd,Active,A ,1,INE019C01026,Carbon Black,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black
Hindustan Construction Co. Ltd.,HCC,Hindustan Construction Company Ltd,Active,A ,1,INE549A01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Hindustan Oil Exploration Co. Ltd.,HINDOILEXP,Hindustan Oil Exploration Company Ltd,Active,B ,10,INE345A01011,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
AGI GREENPAC LIMITED,AGI,Agi Greenpac Ltd,Active,A ,2,INE415A01038,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
Hindustan Zinc Ltd.,HINDZINC,Hindustan Zinc Ltd,Active,A ,2,INE267A01025,Zinc,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Zinc
NDL Ventures Limited,NDLVENTURE,NDL Ventures Ltd,Active,T ,10,INE353A01023,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Hitech Drilling Services India Ltd.,HITDRDM,Hitech Drilling Services India Ltd,Delisted,B ,10,INE555A01015, ,Equity,-,-,-,-
HMT Limited,HMT,HMT Ltd,Active,Z ,10,INE262A01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Prag Bosimi Synthetics Ltd.,PRAGBOS,Prag Bosimi Synthetics Ltd,Active,X ,10,INE962B01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
HLV LIMITED,HLVLTD,HLV Ltd,Active,B ,2,INE102A01024,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
Hotline Glass Ltd.,HOTLINGLAS,Hotline Glass Ltd,Delisted,XD,10,INE676B01017, ,Equity,-,-,-,-
"Hytaisun Magnetics Ltd.,",HTSUMAG,Hytaisun Magnetics Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
IBP Co. Ltd.,IBP,IBP Company Ltd,Delisted,B ,10,INE261A01010, ,Equity,-,-,-,-
IG Petrochemicals Ltd,IGPL,IG Petrochemicals Ltd,Active,B ,10,INE204A01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
India Glycols Ltd,INDIAGLYCO,India Glycols Ltd,Active,A ,5,INE560A01023,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
India Lease Devl. Ltd.,INDLEASE,India Lease Development Ltd,Active,XT,10,INE333C01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
"India Polyfibres Ltd.,",INDPOLY,India Polyfibres Ltd,Delisted,B ,10,INE860C01015, ,Equity,-,-,-,-
India Securities Ltd.,INDSEC,India Securities Ltd,Delisted,B ,1,INE134A01035, ,Equity,-,-,-,-
Margo Finance Limited,MARGOFIN,Margo Finance Ltd,Active,X ,10,INE680B01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Indo Rama Synthetics (India) Ltd.,INDORAMA,Indo Rama Synthetics (India) Ltd,Active,B ,10,INE156A01020,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Indu Nissan Oxo-Chemical Industries,INDUNISS,Indu Nissan Oxo Chemical Industries Ltd,Delisted,X ,10,INE599C01019, ,Equity,-,-,-,-
Infosys Ltd,INFY,Infosys Ltd,Active,A ,5,INE009A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Ingersoll-Rand (India) Ltd.,INGERRAND,Ingersoll-Rand (India) Ltd,Active,A ,10,INE177A01018,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
Insilco Ltd,INSILCO,Insilco Ltd,Suspended,X ,10,INE901A01011,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
Integrated Financial Services Ltd.,IFSL,Integrated Financial Services Ltd,Delisted,XT,10,INE898B01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
International Travel House Ltd,ITHL,International Travel House Ltd-$,Active,X ,10,INE262B01016,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
Ion Exchange (India) Ltd,IONEXCHANG,Ion Exchange India Ltd-$,Active,A ,1,INE570A01022,Water Supply & Management,Equity,Utilities,Utilities,Other Utilities,Water Supply & Management
SUNDROP BRANDS LIMITED,SUNDROP,Sundrop Brands Ltd,Active,B ,10,INE209A01019,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
ITC Hotels Ltd Old,ITCHOTEL,ITC Hotels Ltd,Delisted,B ,10,INE379A01010, ,Equity,-,-,-,-
ITW Signode India Ltd,ITWSGDM,ITW Signode India Ltd,Delisted,B ,10,INE240A01014, ,Equity,-,-,-,-
J.K.Pharmachem Ltd.,JKPHARMA,JK Pharmachem Ltd,Suspended,XT,10,INE335C01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Jain Irrigation Systems Ltd.,JISLJALEQS,Jain Irrigation Systems Ltd,Active,A ,2,INE175A01038,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Jasch Industries Ltd.,JASCH,Jasch Industries Ltd,Active,X ,10,INE711C01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Jaypee Hotels Ltd.,JPHOTEL,Jaypee Hotels Ltd,Delisted,T ,10,INE851A01018, ,Equity,-,-,-,-
JCT Electronics Ltd.,JCTEL,JCT Electronics Ltd,Delisted,XT,1,INE264B01020, ,Equity,-,-,-,-
JCT Ltd,JCTLTD,JCT Ltd,Suspended,Z ,2.5,INE945A01026,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Nalwa Sons Investment Ltd,JNDST,JNDST,Delisted,B ,10,INE023A01014, ,Equity,-,-,-,-
Consolidated Finvest & Holdings Limited,CONSOFIN,Consolidated Finvest & Holdings Ltd,Delisted,B ,10,INE025A01027, ,Equity,-,-,-,-
Jindal Poly Films Ltd.,JINDALPOLY,Jindal Poly Films Ltd,Active,B ,10,INE197D01010,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
JSW Steel Limited,JSWSTEEL,JSW Steel Ltd,Active,A ,1,INE019A01038,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
JSW Steel Limited,JINDVJY,JINDVJY,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
JSW Steel Limited,JINDALV,JINDALV,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Umang Dairies Limited,UMANGDAIRY,Umang Dairies Ltd,Suspended,B ,5,INE864B01027,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
Jord Engineers India Ltd,JORDENG-B,Jord Engineers India Ltd,Delisted,P ,10,INE666F01019, ,Equity,-,-,-,-
Kajaria Ceramics Ltd,KAJARIACER,Kajaria Ceramics Ltd,Active,A ,1,INE217B01036,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
Kakatiya Cement Sugar & Industries Ltd.,KAKATCEM,Kakatiya Cement Sugar & Industries Ltd,Active,B ,10,INE437B01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
Kalyani Steels Ltd,KSL,Kalyani Steels Ltd,Active,B ,5,INE907A01026,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Kanel Industries Limited,KANELIND,Kanel Industries Ltd,Suspended,XT,10,INE252C01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Kedia Distilleries Ltd.,KEDIADI-B,Kedia Distilleries Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Whirlpool of India Ltd,WHIRLPOOL,Whirlpool of India Ltd,Active,A ,10,INE716A01013,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
K.G.Denim Ltd,KGDENIM,KG Denim Ltd,Active,X ,10,INE104A01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Kinetic Engineering Ltd.,KINETICENG,Kinetic Engineering Ltd,Active,XT,10,INE266B01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Kirloskar Brothers Ltd.,KIRLOSBROS,Kirloskar Brothers Ltd-$,Active,A ,2,INE732A01036,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
Kirloskar Pneumatic Co. Ltd.,KIRPNDM,Kirloskar Pneumatic Company Ltd,Delisted,B ,10,INE328A01017, ,Equity,-,-,-,-
Kirloskar Industries Ltd,KIRLOSIND,Kirloskar Industries Ltd,Active,B ,10,INE250A01039,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
Kirloskar Ferrous Industries Ltd.,KIRLFER,Kirloskar Ferrous Industries Ltd,Active,A ,5,INE884B01025,Pig Iron,Equity,Commodities,Metals & Mining,Ferrous Metals,Pig Iron
Envair Electrodyne Ltd.,ENVAIREL,Envair Electrodyne Ltd,Active,X ,10,INE601C01013,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Kotak Mahindra Bank Ltd.,KOTAKBANK,Kotak Mahindra Bank Ltd,Active,A ,5,INE237A01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
KRISHNA FILAMENT INDUSTRIES LIMITED,KRIFILIND,Krishna Filament Industries Ltd,Suspended,XT,10,INE073A01019,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
KSB LIMITED,KSB,KSB Ltd,Active,A ,2,INE999A01023,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,LG Balakrishnan & Bros Ltd,Active,B ,10,INE337A01034,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Trent Ltd [Lakme Ltd],TRENT,Trent Ltd,Active,A ,1,INE849A01020,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
LMW Limited,LMW,LMW Ltd,Active,A ,10,INE269B01029,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Lic Housing Finance Ltd.,LICHSGFIN,LIC Housing Finance Ltd,Active,A ,2,INE115A01026,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
Uttam Value Steels Limited,UTTAMVALUE,Uttam Value Steels Ltd,Delisted,B ,1,INE292A01023, ,Equity,-,-,-,-
L.M.L. Limited,LML,LML Ltd,Delisted,X ,10,INE862A01015, ,Equity,-,-,-,-
Lok Housing & Construction Ltd.,LOKHSG,Lok Housing & Constructions Ltd-$,Delisted,Z ,10,INE367C01011, ,Equity,-,-,-,-
Lupin Ltd,LUPIN,Lupin Ltd,Active,A ,2,INE326A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Lupin Laboratories Ltd.,LUPINDM,Lupin Laboratories Ltd,Delisted,B ,10,INE327A01019, ,Equity,-,-,-,-
Lyka Labs Ltd.,LYKALABS,Lyka Labs Ltd,Active,B ,10,INE933A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
The Ramco Cements Limited,RAMCOCEM,The Ramco Cements Ltd,Active,A ,1,INE331A01037,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
Madras Petro-Chem. Ltd.,MDRPTRO,Madras Petrochem Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
HYBRID FINANCIAL SERVICES LIMITED,HYBRIDFIN,Hybrid Financial Services Ltd,Active,B ,5,INE965B01022,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
Mafatlal Industries Ltd.,MAFATIND,Mafatlal Industries Ltd-$,Active,X ,2,INE270B01035,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Maharashtra Seamless Ltd.,MAHSEAMLES,Maharashtra Seamless Ltd,Active,A ,5,INE271B01025,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Maharashtra Scooters Ltd.,MAHSCOOTER,Maharashtra Scooters Ltd,Active,A ,10,INE288A01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
Majestic Auto Ltd.,MAJESAUT,Majestic Auto Ltd-$,Active,X ,10,INE201B01022,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Manali Petrochemicals Ltd.,MANALIPETC,Manali Petrochemicals Ltd,Active,B ,5,INE201A01024,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
"Mardia Chemicals Ltd.,",MARDIACH,Mardia Chemicals Ltd,Delisted,B ,10,INE273B01013, ,Equity,-,-,-,-
Baroda Rayon Corpn. Ltd.,BARODARY,Baroda Rayon Corporation Ltd,Active,X ,10,INE461A01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Max Financial Services Limited,MFSL,Max Financial Services Ltd,Active,A ,2,INE180A01020,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
Maxworth Orchards (India) Ltd.,MAXWORC-B,Maxworth Orchards (India) Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
"Mcdowell & Co. Ltd.,",MCDWLDM,MCDWLDM,Delisted,B ,10,INE887A01012, ,Equity,-,-,-,-
Mesco Pharmaceuticals Ltd.,MESPHAR-B,Mesco Pharmaceuticals Ltd,Delisted,ZP,10,INE839X01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
MTZ Industries Ltd.,MTZIND,MTZ Industries Ltd,Delisted,X ,10,INE865A01018, ,Equity,-,-,-,-
Micro Plantae Ltd.,MICROPL-B,Micro Plantae Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Mid India Industries Limited,MIDINDIA,Mid India Industries Ltd,Active,X ,10,INE401C01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Mideast (India) Ltd.,MIDESTI-B,Mideast India Ltd,Delisted,P ,10,INE844X01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Mirc Electronics Ltd,MIRCELECTR,Mirc Electronics Ltd,Active,T ,1,INE831A01028,Consumer Electronics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
Century Enka Ltd.,CENTENKA,Century Enka Ltd,Active,B ,10,INE485A01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Modern Syntex (India) Ltd.,MDRNSYN-B,Modern Syntex India Ltd,Suspended,Y ,10,NA          ,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Modern Thread (India) Ltd.,MODTHREAD,Modern Thread India Ltd,Active,B ,10,INE794W01014,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Modern Terry Towels Ltd,MDTERYT-B,Modern Terry Towels Ltd,Delisted,P ,10,NA          , ,Equity,-,-,-,-
Lords Chloro Alkali Ltd,LORDSCHLO,Lords Chloro Alkali Ltd,Active,T ,10,INE846D01012,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
SpiceJet Limited,SPICEJET,Spicejet Ltd,Active,A ,10,INE285B01017,Airline,Equity,Services,Services,Transport Services,Airline
Montari Industries Ltd.,MONTA,Montari Industries Ltd,Delisted,Z ,10,INE407C01015, ,Equity,-,-,-,-
Morepen Laboratories Ltd.,MOREPENLAB,Morepen Laboratories Ltd,Active,A ,2,INE083A01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Morgan Stanley Growth Fund,MSGF,Morgan Stanley Mutual Fund,Delisted,B ,10,INF063A01019, ,Equity,-,-,-,-
M.R.F. Ltd.,MRF,MRF Ltd,Active,A ,10,INE883A01011,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
HeidelbergCement  India Limited,HEIDELBERG,HeidelbergCement India Ltd,Active,B ,10,INE578A01017,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
"Mysore Kirloskar Ltd.,",MYSRKIR-B,Mysore Kirloskar Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
NCC Limited,NCC,NCC Ltd,Active,A ,2,INE868B01028,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Vedanta Limited,VEDL,Vedanta Ltd,Active,A ,1,INE205A01025,Diversified Metals,Equity,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
Nahar Spinning Mills Ltd.,NAHARSPING,Nahar Spinning Mills Ltd,Active,B ,5,INE290A01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
National Aluminium Co. Ltd.,NATAL,NATAL,Delisted,Z ,10,INE139A01018, ,Equity,-,-,-,-
Naperol Investments Limited,NAPEROL,Naperol Investments Ltd,Active,X ,10,INE585A01020,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
Grasim Industries Ltd,GRASIM,Grasim Industries Ltd,Active,A ,2,INE047A01021,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
NEPC India Ltd,NEPCMICON,NEPC India Ltd,Delisted,Z ,10,INE588A01016, ,Equity,-,-,-,-
Piramal Enterprises Limited,PEL,Piramal Enterprises Ltd,Active,A ,2,INE140A01024,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ADITYA BIRLA NUVO LTD.,ABIRLANUVO,Aditya Birla Nuvo Ltd,Delisted,B ,10,INE069A01017, ,Equity,-,-,-,-
NIIT Ltd.,NIITLTD,NIIT Ltd,Active,A ,2,INE161A01038,Education,Equity,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
JSW ISPAT Steel Ltd,JSWISPAT,JSW ISPAT Steel Ltd,Delisted,B ,10,INE136A01022, ,Equity,-,-,-,-
Jaykay Enterprises Limited,JAYKAY,Jaykay Enterprises Ltd,Active,B ,1,INE903A01025,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
Nirlon Limited,NIRLON,Nirlon Ltd,Active,B ,10,INE910A01012,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Nirma Ltd.,NIRMA,Nirma Ltd,Delisted,B ,5,INE091A01029, ,Equity,-,-,-,-
"Nova Electro Magnetics Ltd.,",NOVAEL-,Nova Electro Magnetics Ltd,Delisted,Z ,10,NA          , ,Equity,-,-,-,-
Novopan Industries Ltd.,NOVOPANIND,Novopan Industries Ltd,Delisted,B ,10,INE460B01016, ,Equity,-,-,-,-
Nuchem Ltd.,NUCHEM,Nuchem Ltd,Delisted,T ,10,INE946A01016, ,Equity,-,-,-,-
Oil And Natural Gas Corporation Ltd,ONGC,Oil and Natural Gas Corporation Ltd,Active,A ,5,INE213A01029,Oil Exploration & Production,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production
Oil Country Tubular Ltd.,OILCOUNTUB,Oil Country Tubular Ltd,Active,B ,10,INE591A01010,Oil Equipment & Services,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
Oriental Hotels Ltd.,ORIENTHOT,Oriental Hotels Ltd,Active,B ,1,INE750A01020,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
Oriental Bank Of Commerce,ORIENTBANK,Oriental Bank of Commerce,Delisted,B ,10,INE141A01014, ,Equity,-,-,-,-
Oswal Agro Mills Ltd.,OSWALAGRO,Oswal Agro Mills Ltd,Active,B ,10,INE142A01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Oswal Spinning & Weaving Mills Ltd.,OSSWM,Oswal Spinning & Weaving Mills Ltd,Delisted,Z ,1,INE716C01027, ,Equity,-,-,-,-
Indian Sucrose Ltd.,INDSUCR,Indian Sucrose Ltd,Active,X ,10,INE557C01017,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
